39 71 28 12 aluminium
21 87 61 13 aluminium
38 7 81 11 aluminium
30 78 42 16 aluminium
23 47 81 12 aluminium
36 41 8 16 aluminium
36 62 44 16 aluminium
33 29 79 16 aluminium
29 93 68 11 aluminium
24 78 19 11 aluminium
20 84 49 12 aluminium
33 18 49 15 aluminium
37 45 30 13 aluminium
37 46 52 11 aluminium
33 72 7 11 aluminium
22 97 9 13 aluminium
36 38 28 13 aluminium
34 6 97 11 aluminium
38 40 8 13 aluminium
32 57 48 14 aluminium
27 88 19 13 aluminium
28 20 27 13 aluminium
20 18 30 13 aluminium
37 87 74 13 aluminium
28 40 4 12 aluminium
37 99 93 14 aluminium
27 63 43 12 aluminium
34 28 8 14 aluminium
36 21 71 15 aluminium
26 29 83 16 aluminium
35 3 50 11 aluminium
37 2 56 14 aluminium
34 48 54 14 aluminium
25 36 45 12 aluminium
31 30 31 13 aluminium
39 24 50 11 aluminium
34 70 80 16 aluminium
23 63 86 14 aluminium
34 78 61 15 aluminium
25 16 73 12 aluminium
22 67 43 14 aluminium
29 17 5 16 aluminium
27 60 59 11 aluminium
34 15 51 16 aluminium
35 24 43 14 aluminium
28 82 81 15 aluminium
36 77 68 14 aluminium
24 75 24 12 aluminium
27 35 35 11 aluminium
35 83 9 11 aluminium
23 79 60 15 aluminium
25 12 8 12 aluminium
38 27 44 13 aluminium
37 24 74 15 aluminium
25 86 11 15 aluminium
30 8 64 11 aluminium
24 30 84 14 aluminium
31 98 20 16 aluminium
32 2 78 16 aluminium
21 46 86 16 aluminium
26 70 37 15 aluminium
34 14 68 13 aluminium
32 96 32 15 aluminium
31 2 39 12 aluminium
25 37 88 11 aluminium
20 59 30 13 aluminium
36 20 8 14 aluminium
28 89 66 16 aluminium
36 45 56 16 aluminium
35 93 28 15 aluminium
39 10 12 14 aluminium
22 8 80 11 aluminium
33 28 53 14 aluminium
24 33 76 13 aluminium
36 75 62 12 aluminium
26 68 47 16 aluminium
35 6 27 14 aluminium
25 82 20 13 aluminium
27 71 29 11 aluminium
33 8 27 13 aluminium
30 71 46 11 aluminium
26 26 59 11 aluminium
25 68 74 13 aluminium
31 71 40 11 aluminium
25 86 79 12 aluminium
28 88 8 13 aluminium
29 55 42 14 aluminium
31 70 70 12 aluminium
33 96 8 14 aluminium
29 82 24 12 aluminium
23 36 22 13 aluminium
20 59 96 15 aluminium
35 76 43 14 aluminium
34 79 70 16 aluminium
31 44 43 16 aluminium
27 4 73 15 aluminium
37 56 86 16 aluminium
38 42 62 16 aluminium
23 26 21 15 aluminium
38 98 56 13 aluminium
31 25 32 16 aluminium
26 11 30 12 aluminium
26 76 20 11 aluminium
28 92 71 14 aluminium
36 89 98 15 aluminium
39 5 97 11 aluminium
39 93 76 14 aluminium
21 84 92 13 aluminium
34 74 12 11 aluminium
36 71 98 16 aluminium
28 32 90 11 aluminium
26 45 59 16 aluminium
34 63 84 13 aluminium
23 9 52 15 aluminium
31 54 15 15 aluminium
30 69 71 12 aluminium
34 76 39 15 aluminium
29 61 63 13 aluminium
30 41 11 15 aluminium
34 75 3 15 aluminium
38 39 53 15 aluminium
31 86 47 12 aluminium
32 80 58 14 aluminium
35 9 26 11 aluminium
30 59 94 12 aluminium
25 26 32 16 aluminium
24 42 17 15 aluminium
36 21 48 14 aluminium
21 0 2 14 aluminium
28 22 40 13 aluminium
39 4 5 14 aluminium
29 72 20 12 aluminium
36 73 90 12 aluminium
32 91 96 11 aluminium
25 28 55 16 aluminium
38 26 73 15 aluminium
29 66 44 13 aluminium
35 91 30 16 aluminium
38 38 60 13 aluminium
37 85 1 12 aluminium
35 68 49 15 aluminium
26 47 57 15 aluminium
22 20 64 15 aluminium
37 31 28 12 aluminium
34 75 43 11 aluminium
26 78 26 12 aluminium
24 94 52 15 aluminium
36 54 68 14 aluminium
22 57 50 14 aluminium
37 88 50 12 aluminium
30 39 34 11 aluminium
27 99 89 11 aluminium
35 89 89 14 aluminium
36 46 19 16 aluminium
23 1 77 11 aluminium
37 43 68 15 aluminium
20 44 78 11 aluminium
37 68 75 11 aluminium
36 84 65 11 aluminium
24 64 19 16 aluminium
26 24 81 15 aluminium
39 62 67 15 aluminium
34 3 87 12 aluminium
24 12 8 14 aluminium
33 67 78 14 aluminium
31 25 84 15 aluminium
28 45 41 15 aluminium
26 95 40 14 aluminium
29 63 75 13 aluminium
24 42 78 11 aluminium
31 64 65 14 aluminium
38 12 33 15 aluminium
22 21 63 11 aluminium
23 79 26 15 aluminium
34 80 73 15 aluminium
37 68 11 16 aluminium
27 22 62 14 aluminium
36 5 14 11 aluminium
21 88 48 15 aluminium
36 33 80 12 aluminium
31 39 60 15 aluminium
28 21 6 13 aluminium
22 92 93 11 aluminium
26 32 44 15 aluminium
27 4 61 14 aluminium
33 61 64 12 aluminium
28 65 21 14 aluminium
36 84 24 14 aluminium
33 76 50 15 aluminium
22 58 14 11 aluminium
27 20 73 13 aluminium
26 49 54 11 aluminium
36 11 96 11 aluminium
30 97 2 15 aluminium
28 90 95 11 aluminium
36 63 36 14 aluminium
20 95 61 15 aluminium
33 6 1 13 aluminium
31 68 88 14 aluminium
27 39 38 15 aluminium
23 57 36 14 aluminium
32 31 69 14 aluminium
30 20 20 16 aluminium
25 49 53 14 aluminium
28 61 69 11 aluminium
27 55 48 16 aluminium
30 65 73 12 aluminium
37 4 66 13 aluminium
34 53 80 15 aluminium
26 50 4 12 aluminium
24 19 9 14 aluminium
35 54 17 14 aluminium
32 3 75 14 aluminium
33 15 65 14 aluminium
29 9 83 16 aluminium
39 87 18 16 aluminium
26 75 54 15 aluminium
20 84 33 12 aluminium
32 21 24 11 aluminium
24 67 58 16 aluminium
25 76 65 11 aluminium
38 33 91 15 aluminium
22 76 12 16 aluminium
34 4 56 14 aluminium
24 27 66 12 aluminium
37 67 36 15 aluminium
27 39 93 15 aluminium
26 3 7 12 aluminium
36 49 55 16 aluminium
29 16 41 16 aluminium
22 36 98 13 aluminium
21 97 32 11 aluminium
34 9 2 16 aluminium
20 40 7 14 aluminium
21 58 72 13 aluminium
26 13 66 14 aluminium
36 65 20 11 aluminium
39 52 24 13 aluminium
32 64 17 15 aluminium
31 62 45 12 aluminium
21 67 29 11 aluminium
29 0 34 16 aluminium
21 67 15 15 aluminium
35 41 42 16 aluminium
36 85 35 14 aluminium
21 15 21 14 aluminium
28 0 37 16 aluminium
25 27 68 15 aluminium
31 17 26 14 aluminium
28 34 3 16 aluminium
36 79 0 12 aluminium
24 81 57 15 aluminium
25 1 24 15 aluminium
27 60 45 15 aluminium
22 11 45 12 aluminium
27 34 68 12 aluminium
21 95 30 14 cardboard
22 142 2 17 cardboard
25 56 45 14 cardboard
22 145 38 16 cardboard
11 206 33 16 cardboard
14 158 38 15 cardboard
10 21 32 16 cardboard
17 70 26 17 cardboard
23 92 42 17 cardboard
14 326 19 17 cardboard
28 146 16 14 cardboard
26 223 39 17 cardboard
17 199 39 15 cardboard
21 214 31 14 cardboard
29 266 46 15 cardboard
23 298 36 14 cardboard
15 8 2 15 cardboard
16 48 4 16 cardboard
18 0 14 15 cardboard
25 92 13 14 cardboard
13 323 2 14 cardboard
21 313 27 15 cardboard
11 89 24 14 cardboard
27 220 33 16 cardboard
24 153 42 17 cardboard
21 171 23 14 cardboard
17 70 7 14 cardboard
12 203 46 14 cardboard
24 305 14 15 cardboard
23 321 36 15 cardboard
22 386 37 14 cardboard
25 344 35 16 cardboard
16 183 1 15 cardboard
24 390 35 16 cardboard
13 121 13 15 cardboard
15 228 10 17 cardboard
23 345 42 16 cardboard
11 172 11 16 cardboard
10 322 29 14 cardboard
14 351 20 16 cardboard
19 128 4 15 cardboard
11 399 33 16 cardboard
28 206 0 17 cardboard
23 33 10 17 cardboard
13 16 17 17 cardboard
26 49 34 14 cardboard
18 179 24 16 cardboard
25 335 15 17 cardboard
15 372 27 17 cardboard
20 81 23 16 cardboard
15 344 49 14 cardboard
29 65 10 14 cardboard
23 111 28 15 cardboard
28 345 49 17 cardboard
16 2 17 17 cardboard
13 133 35 16 cardboard
17 266 27 17 cardboard
12 363 34 16 cardboard
13 243 31 16 cardboard
19 94 6 14 cardboard
25 372 45 14 cardboard
24 196 3 14 cardboard
18 260 25 14 cardboard
26 48 35 15 cardboard
19 270 42 15 cardboard
12 179 42 17 cardboard
14 280 29 17 cardboard
20 71 2 15 cardboard
21 270 22 14 cardboard
26 14 41 17 cardboard
12 119 14 15 cardboard
17 94 1 17 cardboard
16 371 9 16 cardboard
27 175 15 16 cardboard
16 195 41 15 cardboard
16 381 5 16 cardboard
11 283 24 15 cardboard
14 295 0 14 cardboard
16 293 43 16 cardboard
29 100 42 15 cardboard
19 148 20 14 cardboard
14 95 30 14 cardboard
20 330 22 14 cardboard
13 232 25 16 cardboard
11 138 48 14 cardboard
11 381 30 15 cardboard
12 300 12 14 cardboard
16 9 39 14 cardboard
20 332 35 17 cardboard
15 18 27 14 cardboard
27 96 18 15 cardboard
22 101 40 17 cardboard
28 345 49 15 cardboard
17 374 48 16 cardboard
11 134 24 17 cardboard
13 339 33 15 cardboard
29 364 37 17 cardboard
15 282 29 17 cardboard
29 347 31 17 cardboard
13 332 40 14 cardboard
23 324 46 15 cardboard
18 334 28 17 cardboard
24 222 26 16 cardboard
24 150 21 14 cardboard
13 6 4 14 cardboard
12 367 26 14 cardboard
14 318 19 17 cardboard
25 229 49 14 cardboard
15 289 9 14 cardboard
14 124 40 14 cardboard
15 177 48 17 cardboard
25 57 11 17 cardboard
25 316 44 15 cardboard
29 370 44 14 cardboard
12 32 37 14 cardboard
19 75 25 15 cardboard
15 255 0 14 cardboard
23 325 1 14 cardboard
24 194 20 15 cardboard
26 226 1 14 cardboard
12 35 9 14 cardboard
15 12 46 15 cardboard
23 195 41 16 cardboard
20 148 3 14 cardboard
27 128 0 15 cardboard
27 58 4 16 cardboard
11 57 25 14 cardboard
22 8 3 14 cardboard
12 22 38 17 cardboard
23 78 45 16 cardboard
11 205 42 14 cardboard
23 50 40 16 cardboard
10 162 47 16 cardboard
20 311 35 14 cardboard
28 261 29 17 cardboard
19 118 14 15 cardboard
16 197 37 14 cardboard
17 379 12 15 cardboard
25 292 6 17 cardboard
27 77 9 16 cardboard
15 35 19 15 cardboard
22 341 11 14 cardboard
28 254 18 15 cardboard
17 355 5 17 cardboard
15 82 36 17 cardboard
20 139 18 15 cardboard
20 129 13 15 cardboard
20 154 17 14 cardboard
23 223 47 16 cardboard
18 335 21 15 cardboard
23 17 23 16 cardboard
12 232 33 15 cardboard
26 98 37 14 cardboard
18 350 11 17 cardboard
10 200 46 16 cardboard
15 233 26 17 cardboard
26 253 22 14 cardboard
24 318 4 15 cardboard
16 364 44 14 cardboard
12 63 7 15 cardboard
13 86 34 16 cardboard
22 57 15 16 cardboard
28 387 37 14 cardboard
22 219 8 17 cardboard
19 85 48 16 cardboard
10 104 26 16 cardboard
23 176 29 16 cardboard
21 253 15 15 cardboard
22 213 27 16 cardboard
20 193 32 16 cardboard
19 227 34 15 cardboard
24 23 7 17 cardboard
29 367 5 14 cardboard
11 66 33 14 cardboard
16 264 11 16 cardboard
24 95 36 14 cardboard
15 324 11 14 cardboard
25 288 25 16 cardboard
13 214 13 15 cardboard
10 385 24 16 cardboard
15 150 47 17 cardboard
19 372 7 14 cardboard
16 80 21 15 cardboard
19 96 2 16 cardboard
24 177 2 15 cardboard
18 209 14 15 cardboard
29 394 16 14 cardboard
13 49 27 17 cardboard
21 110 0 14 cardboard
14 243 22 14 cardboard
27 131 24 14 cardboard
15 376 19 16 cardboard
23 216 8 16 cardboard
26 93 28 17 cardboard
22 241 46 14 cardboard
19 261 18 16 cardboard
24 39 33 15 cardboard
26 42 10 15 cardboard
24 178 32 16 cardboard
27 119 25 14 cardboard
22 158 9 14 cardboard
13 132 5 17 cardboard
18 97 25 17 cardboard
10 193 33 17 cardboard
23 252 49 16 cardboard
27 322 46 15 cardboard
24 290 12 14 cardboard
19 293 25 16 cardboard
13 96 32 14 cardboard
10 162 46 17 cardboard
22 361 4 16 cardboard
13 197 9 17 cardboard
29 311 28 14 cardboard
28 239 43 16 cardboard
27 311 20 14 cardboard
26 100 45 17 cardboard
14 239 41 16 cardboard
22 197 40 14 cardboard
24 61 17 14 cardboard
28 119 41 16 cardboard
21 101 23 15 cardboard
28 269 48 14 cardboard
20 185 22 16 cardboard
12 223 34 17 cardboard
25 65 18 14 cardboard
15 308 15 15 cardboard
17 217 25 16 cardboard
27 315 44 14 cardboard
12 302 32 14 cardboard
25 160 41 16 cardboard
21 40 33 16 cardboard
15 333 19 14 cardboard
17 81 1 15 cardboard
26 255 16 14 cardboard
24 288 16 15 cardboard
19 143 35 14 cardboard
17 147 11 16 cardboard
19 278 23 14 cardboard
17 51 13 15 cardboard
11 325 7 16 cardboard
15 39 24 17 cardboard
16 9 35 15 cardboard
15 93 15 17 cardboard
17 9 42 14 cardboard
15 162 9 14 cardboard
24 231 4 17 cardboard
25 291 25 15 cardboard
11 313 34 16 cardboard
10 312 22 15 cardboard
24 56 27 14 cardboard
29 335 34 14 cardboard
15 382 1 17 cardboard
26 386 25 14 cardboard
19 144 42 15 cardboard
10 56 14 14 cardboard
21 94 15 14 cardboard
24 95 27 17 cardboard
19 99 16 16 cardboard
16 133 2 14 cardboard
13 213 46 16 cardboard
12 375 19 17 cardboard
17 385 18 15 cardboard
22 41 36 14 cardboard
28 259 40 17 cardboard
10 159 4 17 cardboard
16 182 29 14 cardboard
14 289 16 14 cardboard
24 364 19 14 cardboard
10 355 27 14 cardboard
17 181 48 17 cardboard
25 100 42 15 cardboard
25 52 5 14 cardboard
11 293 22 16 cardboard
28 368 30 15 cardboard
16 286 0 15 cardboard
26 303 22 17 cardboard
18 16 42 14 cardboard
16 311 49 15 cardboard
10 45 49 14 cardboard
18 394 5 17 cardboard
14 365 23 17 cardboard
27 138 23 15 cardboard
17 55 47 17 cardboard
14 251 38 17 cardboard
14 350 40 17 cardboard
16 270 47 17 cardboard
29 256 1 16 cardboard
16 86 49 14 cardboard
12 257 8 14 cardboard
17 135 21 17 cardboard
15 363 27 17 cardboard
19 44 6 14 cardboard
19 371 42 16 cardboard
25 308 2 16 cardboard
13 124 5 14 cardboard
11 201 22 17 cardboard
17 21 22 15 cardboard
10 110 24 16 cardboard
17 180 46 14 cardboard
12 263 36 17 cardboard
26 379 1 17 cardboard
13 3 30 14 cardboard
25 90 41 14 cardboard
14 269 9 14 cardboard
29 232 10 14 cardboard
20 180 33 14 cardboard
10 237 41 15 cardboard
29 267 21 15 cardboard
19 142 40 16 cardboard
13 292 39 15 cardboard
29 356 29 17 cardboard
25 371 27 15 cardboard
20 141 45 16 cardboard
14 347 47 14 cardboard
28 350 3 15 cardboard
22 232 25 17 cardboard
14 6 19 17 cardboard
17 276 21 17 cardboard
29 55 37 15 cardboard
23 67 20 14 cardboard
15 286 44 17 cardboard
23 134 35 15 cardboard
22 41 35 15 cardboard
23 355 31 17 cardboard
13 345 46 14 cardboard
15 79 20 16 cardboard
24 80 6 17 cardboard
16 303 34 15 cardboard
18 328 28 15 cardboard
10 175 3 14 cardboard
13 133 30 17 cardboard
26 87 22 14 cardboard
18 231 12 14 cardboard
24 154 47 14 cardboard
24 206 42 17 cardboard
24 371 3 14 cardboard
11 104 46 14 cardboard
29 52 12 14 cardboard
23 321 35 14 cardboard
11 67 34 15 cardboard
12 264 24 17 cardboard
16 12 3 15 cardboard
20 324 11 14 cardboard
15 166 19 16 cardboard
14 379 31 17 cardboard
16 47 25 14 cardboard
19 364 28 16 cardboard
11 99 33 14 cardboard
16 46 15 15 cardboard
13 333 18 16 cardboard
16 86 24 14 cardboard
10 114 40 17 cardboard
21 118 42 17 cardboard
12 36 35 17 cardboard
24 113 3 15 cardboard
27 114 10 15 cardboard
28 70 41 17 cardboard
25 0 45 14 cardboard
21 93 4 15 cardboard
10 350 44 17 cardboard
18 136 20 17 cardboard
22 129 36 15 cardboard
29 288 41 15 cardboard
18 100 42 15 cardboard
15 105 45 14 cardboard
18 315 24 14 cardboard
22 102 16 17 cardboard
24 195 41 16 cardboard
28 38 25 14 cardboard
13 23 26 16 cardboard
25 221 1 14 cardboard
13 104 33 17 cardboard
13 221 20 16 cardboard
15 60 19 14 cardboard
12 189 3 16 cardboard
19 287 14 16 cardboard
16 293 47 16 cardboard
15 103 41 16 cardboard
23 144 48 15 cardboard
23 73 34 15 cardboard
27 41 38 15 cardboard
18 185 34 16 cardboard
19 62 5 17 cardboard
16 111 35 17 cardboard
24 201 19 15 cardboard
21 23 19 15 cardboard
27 107 10 15 cardboard
28 287 13 17 cardboard
13 57 28 14 cardboard
21 359 36 17 cardboard
25 5 2 15 cardboard
15 332 16 15 cardboard
14 2 13 15 cardboard
24 45 16 16 cardboard
23 222 21 14 cardboard
26 327 12 15 cardboard
13 347 1 16 cardboard
24 38 0 15 cardboard
10 65 30 17 cardboard
10 173 48 15 cardboard
28 50 12 14 cardboard
19 333 42 14 cardboard
19 272 0 14 cardboard
129 132 146 10 glass
111 51 113 9 glass
196 95 105 10 glass
152 80 136 17 glass
136 40 92 15 glass
115 108 37 9 glass
175 96 25 14 glass
162 60 105 12 glass
130 65 8 13 glass
193 32 81 9 glass
160 91 37 14 glass
142 41 101 10 glass
161 55 66 15 glass
163 87 107 16 glass
168 36 140 17 glass
142 89 37 15 glass
170 58 97 11 glass
131 49 43 17 glass
101 11 68 10 glass
172 43 55 14 glass
122 117 36 11 glass
196 40 91 9 glass
186 98 117 17 glass
148 6 34 7 glass
123 87 84 13 glass
121 99 145 9 glass
187 134 107 9 glass
193 24 68 12 glass
167 67 62 17 glass
197 15 22 16 glass
167 21 30 14 glass
191 90 81 9 glass
178 65 10 7 glass
117 101 69 17 glass
189 91 1 9 glass
132 114 77 7 glass
183 140 63 12 glass
126 89 137 8 glass
108 98 95 12 glass
169 104 86 16 glass
184 69 148 17 glass
127 146 122 14 glass
112 31 142 14 glass
147 85 125 14 glass
187 23 2 13 glass
126 35 59 11 glass
190 75 59 8 glass
130 18 100 17 glass
136 49 25 11 glass
104 45 22 7 glass
153 40 28 16 glass
117 100 128 11 glass
124 56 31 13 glass
102 58 31 13 glass
165 81 62 14 glass
147 138 129 11 glass
119 12 69 11 glass
108 96 131 13 glass
104 2 116 8 glass
102 126 25 7 glass
168 71 40 12 glass
195 70 140 14 glass
124 68 97 9 glass
108 48 46 7 glass
158 91 63 14 glass
185 93 11 14 glass
171 131 70 7 glass
146 68 12 9 glass
122 63 23 12 glass
144 145 82 8 glass
132 25 44 9 glass
156 52 83 14 glass
195 9 58 9 glass
197 109 133 14 glass
100 127 76 10 glass
169 119 10 15 glass
124 24 37 10 glass
175 16 45 10 glass
143 121 46 16 glass
154 67 86 13 glass
175 81 42 9 glass
182 73 80 16 glass
142 52 37 11 glass
164 23 55 17 glass
122 135 108 14 glass
163 70 98 13 glass
124 41 26 8 glass
132 109 111 8 glass
138 59 77 11 glass
197 48 111 9 glass
191 72 29 7 glass
189 92 41 12 glass
162 134 54 12 glass
164 79 143 16 glass
139 72 75 11 glass
189 66 118 17 glass
114 149 66 14 glass
158 140 44 17 glass
162 54 2 17 glass
176 14 6 8 glass
166 134 42 9 glass
179 45 57 13 glass
190 105 44 8 glass
146 25 4 7 glass
143 52 148 12 glass
199 112 3 11 glass
132 14 82 11 glass
109 78 108 13 glass
198 147 115 12 glass
198 75 22 15 glass
185 45 101 7 glass
171 42 60 12 glass
178 61 49 13 glass
142 124 100 9 glass
125 82 34 15 glass
106 106 94 17 glass
137 59 61 13 glass
198 46 0 15 glass
145 63 110 11 glass
194 145 11 16 glass
152 36 40 7 glass
114 64 10 14 glass
136 58 57 16 glass
101 75 67 8 glass
121 23 113 14 glass
118 57 6 9 glass
191 100 81 17 glass
186 42 72 11 glass
121 91 71 12 glass
149 7 104 11 glass
134 126 61 13 glass
100 89 52 7 glass
146 72 113 16 glass
128 113 145 8 glass
162 30 37 17 glass
181 143 92 10 glass
185 30 105 9 glass
193 79 132 13 glass
160 23 44 17 glass
135 48 50 17 glass
182 132 83 12 glass
135 84 30 9 glass
102 51 24 13 glass
144 134 115 12 glass
150 107 53 8 glass
161 134 148 17 glass
142 106 13 9 glass
199 120 149 15 glass
134 69 18 10 glass
189 101 61 7 glass
159 121 92 11 glass
177 103 2 11 glass
172 39 13 16 glass
157 98 83 16 glass
186 58 21 11 glass
153 73 20 7 glass
187 8 117 10 glass
170 67 57 11 glass
190 134 61 8 glass
139 119 61 7 glass
175 46 138 11 glass
176 67 139 16 glass
143 45 113 13 glass
113 57 109 17 glass
129 148 120 10 glass
187 17 39 9 glass
113 90 137 15 glass
150 4 58 17 glass
149 145 83 13 glass
119 94 146 14 glass
105 107 43 11 glass
185 69 82 15 glass
150 108 111 16 glass
133 136 64 16 glass
144 138 68 11 glass
143 91 21 12 glass
126 70 59 16 glass
197 121 137 14 glass
178 49 137 10 glass
169 3 26 9 glass
157 6 83 7 glass
105 82 13 16 glass
179 69 147 10 glass
147 27 92 14 glass
126 31 56 10 glass
157 112 105 10 glass
143 1 96 11 glass
177 62 85 14 glass
155 42 11 8 glass
132 16 19 15 glass
186 149 2 15 glass
126 89 73 17 glass
171 58 26 13 glass
142 122 149 7 glass
149 56 49 7 glass
155 60 145 16 glass
112 104 61 7 glass
156 79 125 13 glass
124 100 24 15 glass
103 68 114 13 glass
144 108 74 9 glass
110 118 137 12 glass
101 121 68 14 glass
109 128 86 8 glass
106 92 69 14 glass
199 34 90 9 glass
107 40 86 10 glass
125 19 94 11 glass
187 134 142 10 glass
147 136 84 8 glass
173 71 128 13 glass
160 25 128 17 glass
131 122 1 13 glass
177 99 87 15 glass
111 135 75 10 glass
105 125 23 15 glass
111 54 99 16 glass
106 117 82 7 glass
138 138 122 12 glass
147 107 110 13 glass
131 88 131 8 glass
147 16 147 13 glass
137 45 34 7 glass
126 119 93 12 glass
103 14 99 14 glass
118 87 144 16 glass
122 18 41 12 glass
139 58 100 9 glass
187 134 82 10 glass
132 67 109 13 glass
164 50 126 11 glass
162 14 75 13 glass
198 37 20 8 glass
113 131 31 11 glass
167 107 92 7 glass
177 102 57 11 glass
148 28 111 13 glass
175 11 79 13 glass
147 56 127 9 glass
118 65 137 9 glass
160 20 107 9 glass
166 52 79 16 glass
177 58 84 16 glass
125 113 71 12 glass
162 29 20 15 glass
145 94 62 14 glass
123 4 131 12 glass
151 143 24 15 glass
111 51 100 15 glass
153 135 83 8 glass
159 110 68 11 glass
115 40 97 13 glass
111 104 132 8 glass
116 1 112 12 glass
164 146 13 8 glass
102 1 126 7 glass
120 139 106 17 glass
119 88 122 12 glass
158 59 80 16 glass
170 27 9 14 glass
170 81 30 7 glass
168 3 57 9 glass
108 135 104 7 glass
160 93 107 14 glass
174 39 77 9 glass
156 26 58 10 glass
179 88 64 11 glass
172 68 91 9 glass
119 28 103 11 glass
124 88 86 12 glass
155 72 88 14 glass
181 123 44 14 glass
172 141 2 10 glass
157 62 79 9 glass
171 118 148 11 glass
100 5 73 11 glass
177 98 123 9 glass
150 27 4 8 glass
110 125 139 17 glass
152 75 105 17 glass
136 72 24 14 glass
156 24 20 12 glass
171 0 42 14 glass
111 23 5 16 glass
124 126 35 15 glass
160 69 6 12 glass
146 75 81 7 glass
180 46 108 12 glass
180 131 62 13 glass
166 12 23 16 glass
130 101 86 14 glass
146 86 80 17 glass
162 75 134 10 glass
122 86 75 17 glass
112 111 109 13 glass
158 109 75 17 glass
116 128 42 10 glass
197 107 23 10 glass
109 76 97 12 glass
193 42 29 10 glass
157 103 117 9 glass
173 56 7 12 glass
146 57 141 11 glass
186 109 27 15 glass
127 48 94 16 glass
180 99 146 13 glass
151 105 27 9 glass
183 20 114 15 glass
158 4 102 17 glass
107 48 121 15 glass
170 45 132 12 glass
